Year,Quarter,Revenue,iPhone Revenue,Services Revenue,Mac Revenue,iPad Revenue,Wearables Revenue,EBITDA,Free Cash Flow,Net Income,Cash,Debt,Dividend

2023,Q2,94836,51334,20906,7168,6667,8757,32119,28630,24160,166474,111101,0.24
